issuerCode,issuerCountry,issuerCountryCode,serviceCode,serviceName,adnlServiceCode,adnlServiceName,allowedConsigneeCountry,allowedConsignorCountry,mandatory
Z11,DENMARK,DK,20,Return Pickup,E7,Pickup Handover,NO,FI,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,C7,FlexChange,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,GB,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,B9,Dangerous goods,ALL,DK,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,B9,Dangerous Goods,FI,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A7,Optional service point,DE,ALL,TRUE
Z11,DENMARK,DK,17,Mypack Home,A4,Email notification,DE,ALL,TRUE
Z14,FINLAND,FI,19,MyPack Collect,A8,Dangerous Goods LQ,FI,ALL,FALSE
Z13,NORWAY,NO,17,MyPack Home,B6,Carry-in Heavy,ALL,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,D9,Klimatkompensation,NO,ALL,FALSE
Z13,NORWAY,NO,19,MyPack Collect,A5,Insurance,NO,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,IM,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,A4,Notification by e-mail,NO,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,FI,FALSE
Z14,FINLAND,FI,17,MyPack Home,C6,Delivery Confirmation,LV,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,NL,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,E6,Pickup Confirmation,SE,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A8,Limited Quantity of Dangerous Goods,ALL,FO,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,BE,ALL,FALSE
Z12,SWEDEN,SE,57,PostNord Parcel Special,B8,Chaufförsavisering,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,GG,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,D4,Digitallock,ALL,ALL,FALSE
Z12,SWEDEN,SE,30,MyPack Home Small,A2,eBrevsavisering,SE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,RO,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,LI,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,ES,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,LI,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,E7,Pickup Handover,NO,NO,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,A5,Varuförsäkring,ALL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,DE,ALL,FALSE
Z12,SWEDEN,SE,AF,Brevpostförskott,A1,Postförskott,SE,ALL,TRUE
Z13,NORWAY,NO,52,Pallet,D3,,ALL,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,C5,Leveransavisering,NO,ALL,FALSE
Z13,NORWAY,NO,83,Groupage,D9,Climate compensation,ALL,ALL,FALSE
Z13,NORWAY,NO,83,Groupage,A4,Notification by e-mail,NO,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,CZ,ALL,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,E4,Collect in store,FI,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,AT,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,AX,FALSE
Z12,SWEDEN,SE,LX,Expressbrev,FB,Förbetald,ALL,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,GB,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,C4,ID check,DK,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,62,Insurance DK,NO,FI,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,NL,ALL,TRUE
Z12,SWEDEN,SE,18,PostNord Parcel,E5,Collect in Store ¿ Label Only,SE,SE,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,AT,ALL,TRUE
Z13,NORWAY,NO,19,MyPack Collect,B1,Temperature,ALL,ALL,FALSE
Z13,NORWAY,NO,17,MyPack Home,PB,Posten Norway Distribution,NO,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,LV,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,G3,Utökad liggetid 14 dagar,SE,SE,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A5,Insurance Europe,FI,ALL,FALSE
Z12,SWEDEN,SE,RL,Rek Extra,PU,Personlig utlämning,ALL,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,D9,Klimatkompensation,FI,ALL,FALSE
Z11,DENMARK,DK,30,Mypack Home Small,A4,Email notification,NO,ALL,TRUE
Z13,NORWAY,NO,52,Pallet,C5,Leverings orientering,ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,SI,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D6,Delivery before 9 (MEDIO 2017),SE,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A5,Insurance Europe,SE,SE,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,HU,ALL,TRUE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,CH,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,SE,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,MC,ALL,TRUE
Z11,DENMARK,DK,48,InNight,89,EDI - mangelfuld adresse,DK,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,HU,ALL,TRUE
Z12,SWEDEN,SE,59,Retail Delivery,E4,Collect in store,SE,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,MK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,IE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,IT,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A6,FlexDelivery,FI,DK,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,D6,Before 9,FI,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,D9,Klimatkompensation,FI,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,A5,Varuförsäkring,ALL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A5,Insurance Europe,SE,DK,FALSE
Z14,FINLAND,FI,49,InNight Reverse,A8,Dangerous Goods LQ,DK,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,E1,Tyres,DK,ALL,FALSE
Z12,SWEDEN,SE,LX,Expressbrev,FE,"Faktura, utan inlämningsundrlag",ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B7,Carry-In,NO,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,HR,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,HR,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,D9,Climate Compensation,NO,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,ES,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,C7,FlexChange,ALL,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D6,Delivery before 9 (MEDIO 2017),ALL,DK,FALSE
Z13,NORWAY,NO,24,Return Drop Off,A5,Insurance,NO,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A8,Limited Quantity of Dangerous Goods,DK,DK,FALSE
Z12,SWEDEN,SE,AF,Brevpostförskott,FB,Förbetald,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,ES,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,GR,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A6,Delivery without POD,SE,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A6,FlexDelivery,ALL,SJ,FALSE
Z13,NORWAY,NO,17,MyPack Home,A5,Insurance,NO,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C6,Delivery Confirmation,DE,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,AX,FALSE
Z11,DENMARK,DK,83,Groupage,62,Insurance DK,DK,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,B7,Carry-In,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,RO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,B8,Driver notification,SE,ALL,FALSE
Z12,SWEDEN,SE,49,InNight Reverse,B3,Garantiretur,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,LT,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,Q1,Time agreed delivery,ALL,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,FR,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,3,Goods return,ALL,DK,TRUE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,SE,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,B8,Driver Notification - Phone,IE,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,GB,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,B8,Driver Notification - Phone,NO,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,SE,ALL,TRUE
Z11,DENMARK,DK,83,Groupage,B7,Carry-in,ALL,DK,FALSE
Z11,DENMARK,DK,20,Return Pickup,A6,FlexDelivery,FI,NO,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,A8,Begränsad mängd farligt gods,!IS,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,D7,Before 12,SE,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,BE,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,89,EDI - mangelfuld adresse,DK,DK,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,D6,Delivery before 9 (MEDIO 2017),SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,GR,ALL,FALSE
Z12,SWEDEN,SE,AF,Brevpostförskott,A3,SMS-avisering,ALL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A5,Insurance Europe,SE,NO,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,GR,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,A7,Valfritt hämtställe,NO,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,D7,Before 12,FI,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,H5,Good distribution practice,AX,FI,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,A8,Dangerous Goods LQ,DK,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,A5,Insurance,NO,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,C6,Delivery Confirmation,DK,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,ES,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,MC,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,E1,Tyres,NL,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,A7,Valfritt hämtställe,FI,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A3,SMS notification,SE,FI,TRUE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,A8,Begränsad mängd farligt gods,ALL,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A1,Cash on Delivery,AX,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D5,Private receiver,DK,ALL,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,F1,Sameday delivery,SE,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C6,Delivery Confirmation,NO,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,CZ,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,SE,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,GB,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A4,Standard Self-Service and E-mail Info,FI,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,RO,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,DE,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,AX,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,B8,Driver Notification - Phone,SE,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,CH,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,CH,ALL,TRUE
Z11,DENMARK,DK,20,Return Pickup,89,EDI - mangelfuld adresse,SE,DK,FALSE
Z11,DENMARK,DK,20,Return Pickup,A5,Insurance Europe,NO,SE,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,17,Två utkörningsförsök,SE,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,E2,Carry out,SE,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,62,Insurance DK,SE,FI,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,D1,Immidiate Return,SE,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,E3,Return Pickup Private,NO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,PL,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,B8,Driver notification (phone),NO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,ES,ALL,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,E5,Collect in Store ¿ Label Only,FI,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,D7,Before 12,DK,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,HU,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A8,Dangerous Goods LQ,HR,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,B9,Dangerous goods,NO,ALL,FALSE
Z13,NORWAY,NO,19,MyPack Collect,C4,ID check,ALL,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,B9,Dangerous goods,DK,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A2,Notification by letter,SE,ALL,TRUE
Z11,DENMARK,DK,20,Return Pickup,A6,FlexDelivery,SE,FI,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,D9,Climate Compensation,SJ,ALL,FALSE
Z13,NORWAY,NO,18,Parcel,A5,Insurance,NO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,JE,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,LV,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,D9,Climate Compensation,NO,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,C7,Flex change,ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,BG,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D6,Delivery before 9 (MEDIO 2017),SE,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,E1,Tyres,BE,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A8,Dangerous Goods LQ,FI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,GB,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,E6,Pickup Confirmation,FI,ALL,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,F2,Express,ALL,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D1,Immidiate Return,NO,ALL,FALSE
Z13,NORWAY,NO,52,Pallet,D1,Returner til avsender,ALL,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A5,Insurance Europe,IM,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D2,Signature Assurance,ALL,DK,FALSE
Z13,NORWAY,NO,19,MyPack Collect,D9,Climate compensation,ALL,ALL,FALSE
Z12,SWEDEN,SE,24,PostNord Return Drop Off,A3,SMS-avisering,ALL,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,89,EDI - mangelfuld adresse,FI,FI,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,D2,Kvittenskrav,FI,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,GL,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,Q1,Time agreed delivery,ALL,ALL,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,C2,Print Label,SE,ALL,FALSE
Z12,SWEDEN,SE,59,Retail Delivery,A7,Valfritt hämtställe,SE,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,E1,Däck,!FO,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,EE,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,RO,ALL,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,A1,Postförskott,SE,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,D5,Private Receiver,SE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,MC,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,10,Ad-hoc pickup,GB,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,EE,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,90,Varuförsäkring,DK,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A6,FlexDelivery,SE,NO,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,D6,Before 9,FI,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,FO,FALSE
Z13,NORWAY,NO,18,Parcel,C5,Leverings orientering,ALL,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A3,SMS notification,HR,ALL,TRUE
Z12,SWEDEN,SE,52,PostNord Pallet,E3,Return Pickup Private,NO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,BG,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,89,Split shipment,NO,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A4,Standard Self-Service and E-mail Info,EE,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,34,Upphämtning,FI,ALL,FALSE
Z14,FINLAND,FI,83,PostNord Groupage,A8,Dangerous Goods LQ,NO,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,D1,Immidiate Return,ALL,ALL,FALSE
Z12,SWEDEN,SE,20,Return Pickup,C5,Leveransavisering,SE,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,VA,ALL,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,E8,Split shipment,GB,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,LU,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A8,Limited Quantity of Dangerous Goods,NO,SE,FALSE
Z11,DENMARK,DK,24,Return DropOff,A8,Limited Quantity of Dangerous Goods,ALL,NO,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,CH,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A8,Limited Quantity of Dangerous Goods,CH,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,E2,Carry out,FI,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,PT,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D2,Signature Assurance,NO,ALL,FALSE
Z12,SWEDEN,SE,RR,Rek,UI,Utkökad indentifiering,SE,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A5,Insurance Europe,IE,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,E1,Tyres,LU,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,89,EDI - mangelfuld adresse,DK,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,PT,ALL,FALSE
Z14,FINLAND,FI,49,InNight Reverse,B9,Dangerous Goods,NO,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,D6,Delivery before 9 (MEDIO 2017),DK,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,A5,Insurance Europe,FI,FI,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A8,Limited Quantity of Dangerous Goods,AT,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,IT,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,ES,ALL,FALSE
Z12,SWEDEN,SE,49,InNight Reverse,B9,ADR,ALL,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,DE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A3,SMS notification,LV,ALL,FALSE
Z13,NORWAY,NO,83,Groupage,C1,Receipient freight,NO,ALL,FALSE
Z14,FINLAND,FI,49,InNight Reverse,B9,Dangerous Goods,FI,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A7,Optional Service Point,NO,ALL,TRUE
Z12,SWEDEN,SE,87,Varubrev Retur,A3,SMS-avisering,ALL,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,ES,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C5,Delivery Notification,EE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,BY,ALL,FALSE
Z12,SWEDEN,SE,17,PostNord MyPack Home,90,Varuförsäkring,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,LV,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,89,EDI - mangelfuld adresse,FI,SE,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,17,Två utkörningsförsök,SE,ALL,FALSE
Z13,NORWAY,NO,17,MyPack Home,D3,,ALL,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A2,Letter notification,NO,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,D3,Föravisering,ALL,ALL,FALSE
Z11,DENMARK,DK,83,Groupage,A5,Insurance Europe,FI,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,CZ,ALL,FALSE
Z12,SWEDEN,SE,83,PostNord Groupage,B7,Leverans till anvisad plats,ALL,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A6,Delivery without POD,BY,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,CZ,ALL,FALSE
Z11,DENMARK,DK,20,Return Pickup,D9,Climate Compensation,NO,DK,FALSE
Z12,SWEDEN,SE,RR,Rek,PU,Personlig utlämning,SE,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,B4,Returemballage,SE,ALL,FALSE
Z12,SWEDEN,SE,52,PostNord Pallet,34,Upphämtning,NO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,BG,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,10,Ad-hoc pickup,IM,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,AT,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,GR,ALL,FALSE
Z11,DENMARK,DK,17,Mypack Home,A8,Limited Quantity of Dangerous Goods,NO,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A8,Limited Quantity of Dangerous Goods,BE,ALL,FALSE
Z14,FINLAND,FI,48,InNight,A8,Dangerous Goods LQ,LT,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E9,Collection Request,HU,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,D9,Climate Compensation,ALL,FO,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,G3,Utökad liggetid 14 dagar,SE,SE,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,D5,Private Receiver,BE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,IS,ALL,TRUE
Z14,FINLAND,FI,19,MyPack Collect,A3,SMS notification,DE,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,SI,ALL,FALSE
Z12,SWEDEN,SE,34,International tracked letter,61,Skrymmande,ALL,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,E1,Tyres,CZ,ALL,FALSE
Z14,FINLAND,FI,17,MyPack Home,C7,FlexChange,LU,ALL,FALSE
Z11,DENMARK,DK,24,Return DropOff,A5,Insurance Europe,ALL,NO,FALSE
Z13,NORWAY,NO,19,MyPack Collect,A1,Cash on delivery,ALL,ALL,FALSE
Z14,FINLAND,FI,19,MyPack Collect,A3,SMS notification,LU,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,A8,Limited Quantity of Dangerous Goods,SE,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A3,SMS notification,LV,ALL,FALSE
Z14,FINLAND,FI,52,PostNord Pallett,A9,Notification by Phone,SE,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,DK,ALL,TRUE
Z11,DENMARK,DK,18,PostNord Parcel,A4,Email notification,HU,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,E1,Tyres,SK,ALL,FALSE
Z11,DENMARK,DK,19,Mypack Collect,A4,Email notification,RO,ALL,TRUE
Z11,DENMARK,DK,20,Return Pickup,A4,Email notification,FI,FI,TRUE
Z11,DENMARK,DK,83,Groupage,D6,Delivery before 9 (MEDIO 2017),FI,ALL,FALSE
Z11,DENMARK,DK,52,Pallet Pickup,10,Ad-hoc pickup,LU,ALL,TRUE
Z11,DENMARK,DK,52,Pallet Pickup,A4,Email notification,BA,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,GB,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,10,Ad-hoc pickup,SJ,ALL,FALSE
Z12,SWEDEN,SE,18,PostNord Parcel,D6,Before 9,SE,ALL,FALSE
Z12,SWEDEN,SE,19,PostNord MyPack Collect,F1,Sameday delivery,SE,ALL,FALSE
Z13,NORWAY,NO,19,MyPack Collect,A3,Notification by SMS,ALL,ALL,FALSE
Z11,DENMARK,DK,18,PostNord Parcel,A5,Insurance Europe,RO,ALL,FALSE
Z14,FINLAND,FI,18,PostNord Parcel,A8,Dangerous Goods LQ,DE,ALL,FALSE
